Survived,Sex,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
1,0,0.423775522986346,1,1,32.5,0,1,0,0,0,1
1,0,0.22334961793811853,0,2,13.0,0,1,0,0,0,1
0,1,0.37366904672428913,0,0,13.0,0,1,0,0,0,1
0,0,0.12313666541400477,0,2,24.15,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,1,0,0
0,1,0.2609294751346612,0,0,7.7333,0,0,1,0,1,0
0,1,0.3611424276587749,0,0,7.875,0,0,1,0,0,1
0,0,0.3486158085932607,1,1,14.4,0,0,1,0,0,1
0,1,0.22334961793811853,1,1,20.2125,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.25,0,0,1,0,0,1
1,0,0.3486158085932607,1,0,26.0,0,1,0,0,0,1
1,0,0.23587623700363275,0,0,26.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
1,1,0.3987222848553176,0,0,8.05,0,0,1,0,0,1
1,1,0.3486158085932607,0,0,26.55,1,0,0,0,0,1
1,0,0.36990000810545937,1,0,16.1,0,0,1,0,0,1
1,0,0.5239884755104598,1,0,26.0,0,1,0,0,0,1
0,1,0.2108229988726043,0,0,7.125,0,0,1,0,0,1
0,1,0.6242014280345735,1,0,55.9,1,0,0,0,0,1
1,0,0.17324314167606164,1,2,120.0,1,0,0,0,0,1
0,0,0.2609294751346612,2,2,34.375,0,0,1,0,0,1
1,0,0.2985093323312038,2,3,18.75,0,1,0,0,0,1
0,1,0.7995740949517726,1,4,263.0,1,0,0,0,0,1
0,1,0.38619566578980336,0,0,10.5,0,1,0,0,0,1
1,0,0.5615683327070025,1,1,26.25,0,1,0,0,0,1
0,1,0.24840285606914697,0,0,9.5,0,0,1,0,0,1
0,1,0.311035951396718,1,0,7.775,0,0,1,0,0,1
1,0,0.3486158085932607,0,0,13.0,0,1,0,0,0,1
1,1,0.36990000810545937,0,0,8.1125,0,0,1,0,0,1
1,1,0.04797695102091946,0,2,81.8583,1,0,0,0,0,1
1,0,0.16071652261054742,0,1,19.5,0,1,0,0,0,1
1,1,0.423775522986346,0,0,26.55,1,0,0,0,0,1
1,0,0.06050357008643368,2,1,19.2583,0,0,1,1,0,0
1,1,0.6492546661656019,0,0,30.5,1,0,0,0,0,1
0,1,0.44882876111737446,1,2,27.75,0,1,0,0,0,1
0,1,0.36990000810545937,1,0,19.9667,0,0,1,0,0,1
0,1,0.37366904672428913,0,0,27.75,1,0,0,1,0,0
1,1,0.6116748089690592,1,0,89.1042,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
1,1,0.3611424276587749,0,0,7.8958,0,0,1,1,0,0
0,1,0.8121007140172868,0,0,26.55,1,0,0,0,0,1
1,0,0.36990000810545937,1,0,51.8625,1,0,0,0,0,1
1,0,0.6242014280345735,0,0,10.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
1,1,0.599148189903545,0,0,26.55,1,0,0,0,0,1
0,1,0.423775522986346,0,0,8.05,0,0,1,0,0,1
0,1,0.5866215708380309,0,0,38.5,1,0,0,0,0,1
0,1,0.599148189903545,0,0,13.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
0,1,0.4738819992484029,0,0,7.05,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,0.0,0,1,0,0,0,1
0,1,0.6993611424276588,0,0,26.55,1,0,0,0,0,1
0,1,0.36990000810545937,0,0,7.725,0,0,1,0,1,0
1,0,0.007265439057998245,2,1,19.2583,0,0,1,1,0,0
0,1,0.36990000810545937,0,0,7.25,0,0,1,0,0,1
0,1,0.4738819992484029,0,0,8.6625,0,0,1,0,0,1
1,0,0.4112489039208318,1,2,27.75,0,1,0,0,0,1
1,0,0.28598271326568964,0,0,13.7917,0,1,0,1,0,0
0,0,0.2734560942001754,0,0,9.8375,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,52.0,1,0,0,0,0,1
0,1,0.423775522986346,1,0,21.0,0,1,0,0,0,1
0,1,0.3611424276587749,1,0,7.0458,0,0,1,0,0,1
0,1,0.2734560942001754,0,0,7.5208,0,0,1,0,0,1
1,0,0.02292371288989102,0,1,12.2875,0,0,1,0,0,1
0,1,0.11061004634849055,5,2,46.9,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,0.0,0,1,0,0,0,1
0,1,0.6242014280345735,0,0,8.05,0,0,1,0,0,1
1,0,0.7870474758862583,0,0,9.5875,0,0,1,0,0,1
1,1,0.311035951396718,1,0,91.0792,1,0,0,1,0,0
0,0,0.36990000810545937,3,1,25.4667,0,0,1,0,0,1
1,0,0.43630214205186024,1,0,90.0,1,0,0,0,0,1
0,1,0.7244143805586872,0,0,29.7,1,0,0,1,0,0
0,1,0.37366904672428913,0,0,8.05,0,0,1,0,0,1
1,1,0.11061004634849055,1,1,15.9,0,0,1,0,0,1
0,1,0.36990000810545937,1,0,19.9667,0,0,1,0,0,1
0,1,0.2609294751346612,0,0,7.25,0,0,1,0,0,1
0,1,0.6868345233621446,0,0,30.5,1,0,0,0,0,1
0,1,0.8872604284103721,0,0,49.5042,1,0,0,1,0,0
0,1,0.2609294751346612,0,0,8.05,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,14.4583,0,0,1,1,0,0
1,0,0.6743079042966303,1,0,78.2667,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,15.1,0,0,1,0,0,1
0,0,0.311035951396718,1,2,151.55,1,0,0,0,0,1
0,1,0.2985093323312038,0,0,7.7958,0,0,1,0,0,1
0,1,0.2108229988726043,0,0,8.6625,0,0,1,0,0,1
0,0,0.2609294751346612,0,0,7.75,0,0,1,0,1,0
0,0,0.36990000810545937,0,0,7.6292,0,0,1,0,1,0
0,0,0.4613553801828887,0,0,9.5875,0,0,1,0,0,1
1,0,0.19829637980709008,0,0,86.5,1,0,0,0,0,1
0,1,0.22334961793811853,1,0,108.9,1,0,0,1,0,0
1,0,0.4112489039208318,0,2,26.0,0,1,0,0,0,1
1,1,0.36990000810545937,0,0,26.55,1,0,0,0,0,1
0,1,0.3486158085932607,0,0,22.525,0,0,1,0,0,1
1,1,0.32356257046223225,0,0,56.4958,0,0,1,0,0,1
1,1,0.3611424276587749,0,0,7.75,0,0,1,0,1,0
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
1,1,0.44882876111737446,0,0,26.2875,1,0,0,0,0,1
1,0,0.6743079042966303,1,0,59.4,1,0,0,1,0,0
0,1,0.2985093323312038,0,0,7.4958,0,0,1,0,0,1
0,1,0.5866215708380309,0,0,34.0208,1,0,0,0,0,1
1,0,0.423775522986346,0,0,10.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,24.15,0,0,1,0,1,0
1,0,0.44882876111737446,1,0,26.0,0,1,0,0,0,1
0,1,0.3987222848553176,0,0,7.8958,0,0,1,0,0,1
1,0,0.37366904672428913,0,0,93.5,1,0,0,0,0,1
0,1,0.2734560942001754,0,0,7.8958,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.225,0,0,1,1,0,0
1,0,0.5490417136414882,0,1,57.9792,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,7.2292,0,0,1,1,0,0
0,1,0.5051985469121885,0,0,7.75,0,0,1,0,1,0
1,0,0.6242014280345735,0,0,10.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,221.7792,1,0,0,0,0,1
0,1,0.48640861831391713,0,0,7.925,0,0,1,0,0,1
0,1,0.28598271326568964,2,1,11.5,0,1,0,0,0,1
1,0,0.02292371288989102,1,1,26.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.2292,0,0,1,1,0,0
0,1,0.2108229988726043,1,1,7.2292,0,0,1,1,0,0
1,0,0.36990000810545937,0,2,22.3583,0,0,1,1,0,0
0,0,0.37366904672428913,0,0,8.6625,0,0,1,0,0,1
1,0,0.0855568082174621,0,2,26.25,0,1,0,0,0,1
0,1,0.5615683327070025,0,0,26.55,1,0,0,0,0,1
1,0,0.37366904672428913,0,0,106.425,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,14.5,0,0,1,0,0,1
1,0,0.2734560942001754,0,2,49.5,1,0,0,1,0,0
1,0,0.44882876111737446,0,2,71.0,1,0,0,0,0,1
0,0,0.11061004634849055,4,2,31.275,0,0,1,0,0,1
0,0,0.135663284479519,4,2,31.275,0,0,1,0,0,1
1,1,0.3987222848553176,1,0,26.0,0,1,0,0,0,1
0,1,0.6242014280345735,1,0,106.425,1,0,0,1,0,0
0,1,0.7995740949517726,0,0,26.0,1,0,0,0,0,1
1,0,0.23587623700363275,1,0,26.0,0,1,0,0,0,1
1,1,0.36990000810545937,0,0,13.8625,0,1,0,1,0,0
0,1,0.4112489039208318,1,1,20.525,0,0,1,0,0,1
1,1,0.09808342728297632,1,1,36.75,0,1,0,0,0,1
1,1,0.2108229988726043,0,2,110.8833,1,0,0,1,0,0
0,1,0.33608918952774647,0,0,26.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.8292,0,0,1,0,1,0
1,1,0.2734560942001754,0,0,7.225,0,0,1,1,0,0
1,0,0.2734560942001754,0,0,7.775,0,0,1,0,0,1
0,1,0.7745208568207441,0,0,26.55,1,0,0,0,0,1
1,0,0.599148189903545,1,0,39.6,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,227.525,1,0,0,1,0,0
1,0,0.48640861831391713,1,1,79.65,1,0,0,0,0,1
1,0,0.44882876111737446,1,0,17.4,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
0,1,0.49893523737943135,0,0,7.8958,0,0,1,0,0,1
0,1,0.3486158085932607,0,0,13.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
0,0,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
0,1,0.2985093323312038,2,0,24.15,0,0,1,0,0,1
0,1,0.23587623700363275,0,0,7.8958,0,0,1,0,0,1
0,0,0.3611424276587749,0,4,21.075,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.2292,0,0,1,1,0,0
1,1,0.3987222848553176,0,0,7.8542,0,0,1,0,0,1
1,1,0.7745208568207441,0,0,10.5,0,1,0,0,0,1
1,0,0.6617812852311161,2,0,51.4792,1,0,0,0,0,1
1,1,0.44882876111737446,0,0,26.3875,1,0,0,0,0,1
1,0,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
0,1,0.19829637980709008,0,0,8.05,0,0,1,0,0,1
0,1,0.23587623700363275,0,0,14.5,0,0,1,0,0,1
1,0,0.423775522986346,0,0,13.0,0,1,0,0,0,1
1,0,0.48640861831391713,1,0,55.9,1,0,0,0,0,1
0,0,0.36990000810545937,1,0,14.4583,0,0,1,1,0,0
1,1,0.3987222848553176,0,0,7.925,0,0,1,0,0,1
1,0,0.311035951396718,1,1,30.0,0,1,0,0,0,1
1,0,0.48640861831391713,1,1,110.8833,1,0,0,1,0,0
0,1,0.6743079042966303,0,0,26.0,0,1,0,0,0,1
0,1,0.44882876111737446,0,0,40.125,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,8.7125,0,0,1,1,0,0
1,0,0.22334961793811853,0,2,79.65,1,0,0,0,0,1
0,1,0.5866215708380309,0,0,15.0,0,1,0,0,0,1
1,1,0.7494676186897157,1,1,79.2,1,0,0,1,0,0
0,1,0.2734560942001754,0,0,8.05,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,8.05,0,0,1,0,0,1
0,1,0.43630214205186024,0,0,7.125,0,0,1,0,0,1
1,0,0.6492546661656019,1,0,78.2667,1,0,0,1,0,0
0,1,0.5866215708380309,0,0,7.25,0,0,1,0,0,1
0,0,0.36990000810545937,0,2,7.75,0,0,1,0,1,0
0,1,0.4613553801828887,1,0,26.0,0,1,0,0,0,1
0,1,0.44882876111737446,1,1,24.15,0,0,1,0,0,1
1,0,0.36990000810545937,0,0,33.0,0,1,0,0,0,1
0,1,0.6116748089690592,0,0,0.0,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.225,0,0,1,1,0,0
1,1,0.6116748089690592,1,0,56.9292,1,0,0,1,0,0
1,0,0.2985093323312038,2,1,27.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,42.4,1,0,0,0,0,1
0,1,0.5490417136414882,0,0,8.05,0,0,1,0,0,1
1,1,0.43630214205186024,0,0,26.55,1,0,0,1,0,0
0,1,0.44882876111737446,1,0,15.55,0,0,1,0,0,1
0,1,0.37366904672428913,0,0,7.8958,0,0,1,0,0,1
1,1,0.33608918952774647,0,0,30.5,1,0,0,0,0,1
1,0,0.2734560942001754,1,2,41.5792,0,1,0,1,0,0
1,0,0.49893523737943135,0,0,153.4625,1,0,0,0,0,1
0,0,0.48640861831391713,1,5,31.275,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.05,0,0,1,0,0,1
1,0,0.36990000810545937,1,0,15.5,0,0,1,0,1,0
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
0,1,0.43630214205186024,0,0,8.05,0,0,1,0,0,1
1,0,0.2985093323312038,1,2,65.0,0,1,0,0,0,1
0,1,0.423775522986346,1,1,14.4,0,0,1,0,0,1
0,0,0.32356257046223225,1,0,16.1,0,0,1,0,0,1
1,0,0.04797695102091946,2,1,39.0,0,1,0,0,0,1
0,1,0.32356257046223225,0,0,10.5,0,1,0,0,0,1
0,1,0.33608918952774647,1,0,14.4542,0,0,1,1,0,0
1,1,0.5239884755104598,1,0,52.5542,1,0,0,0,0,1
1,1,0.24840285606914697,1,1,15.7417,0,0,1,1,0,0
0,1,0.2609294751346612,0,0,7.8542,0,0,1,0,0,1
0,1,0.2609294751346612,0,0,16.1,0,0,1,0,0,1
0,1,0.7619942377552299,0,0,32.3208,1,0,0,0,0,1
0,1,0.711887761493173,0,0,12.35,0,1,0,0,1,0
1,0,0.2609294751346612,0,0,77.9583,1,0,0,0,0,1
0,1,0.32356257046223225,0,0,7.8958,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.7333,0,0,1,0,1,0
1,1,1.0,0,0,30.0,1,0,0,0,0,1
0,1,0.6367280471000877,0,0,7.0542,0,0,1,0,0,1
1,1,0.3987222848553176,0,0,30.5,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,0.0,1,0,0,0,0,1
0,0,0.11061004634849055,3,2,27.9,0,0,1,0,0,1
1,0,0.3486158085932607,0,0,13.0,0,1,0,0,0,1
0,1,0.3987222848553176,0,0,7.925,0,0,1,0,0,1
0,1,0.38619566578980336,1,1,26.25,0,1,0,0,0,1
0,0,0.5114618564449456,0,5,39.6875,0,0,1,0,0,1
0,1,0.36990000810545937,1,0,16.1,0,0,1,0,0,1
0,1,0.24840285606914697,0,0,7.8542,0,0,1,0,0,1
1,0,0.2985093323312038,0,0,69.3,1,0,0,1,0,0
0,0,0.02292371288989102,3,2,27.9,0,0,1,0,0,1
1,1,0.36990000810545937,0,0,56.4958,0,0,1,0,0,1
1,0,0.007265439057998245,2,1,19.2583,0,0,1,1,0,0
1,1,0.599148189903545,1,0,76.7292,1,0,0,1,0,0
0,1,0.23587623700363275,0,0,7.8958,0,0,1,0,0,1
1,1,0.6993611424276588,0,0,35.5,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,7.55,0,0,1,0,0,1
1,0,0.28598271326568964,0,0,7.55,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
1,0,0.22334961793811853,0,1,23.0,0,1,0,0,0,1
0,1,0.2609294751346612,0,0,8.4333,0,0,1,0,0,1
1,0,0.36990000810545937,0,0,7.8292,0,0,1,0,1,0
0,0,0.22334961793811853,0,0,6.75,0,0,1,0,1,0
0,1,0.2985093323312038,2,0,73.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
0,0,0.3987222848553176,1,1,15.5,0,0,1,0,1,0
0,1,0.28598271326568964,0,0,13.0,0,1,0,0,0,1
0,1,0.7244143805586872,0,2,113.275,1,0,0,1,0,0
1,1,0.6242014280345735,2,0,133.65,1,0,0,0,0,1
0,1,0.49893523737943135,0,0,7.225,0,0,1,1,0,0
0,1,0.5866215708380309,0,0,25.5875,1,0,0,0,0,1
0,1,0.44882876111737446,0,0,7.4958,0,0,1,0,0,1
1,1,0.24840285606914697,1,0,7.925,0,0,1,0,0,1
0,1,0.3987222848553176,2,0,73.5,0,1,0,0,0,1
0,1,0.311035951396718,0,0,13.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.775,0,0,1,0,0,1
0,1,0.536515094575974,0,0,8.05,0,0,1,0,0,1
1,0,0.36990000810545937,1,0,52.0,1,0,0,0,0,1
1,0,0.49893523737943135,1,1,39.0,0,1,0,0,0,1
0,1,0.38619566578980336,1,0,52.0,1,0,0,0,0,1
0,1,0.8747338093448579,0,0,10.5,0,1,0,0,0,1
1,1,0.38619566578980336,0,0,13.0,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,0.0,0,1,0,0,0,1
0,1,0.22334961793811853,0,0,7.775,0,0,1,0,0,1
0,1,0.3047726418639609,0,0,8.05,0,0,1,0,0,1
1,0,0.22334961793811853,0,0,9.8417,0,0,1,0,0,1
0,0,0.536515094575974,1,6,46.9,0,0,1,0,0,1
1,1,0.44882876111737446,0,1,512.3292,1,0,0,1,0,0
0,0,0.36990000810545937,0,0,8.1375,0,0,1,0,1,0
1,1,0.33608918952774647,0,0,76.7292,1,0,0,1,0,0
0,1,0.24840285606914697,0,0,9.225,0,0,1,0,0,1
0,1,0.17324314167606164,5,2,46.9,0,0,1,0,0,1
0,1,0.7494676186897157,1,1,39.0,0,1,0,0,0,1
0,1,0.311035951396718,1,2,41.5792,0,1,0,1,0,0
0,1,0.17324314167606164,4,1,39.6875,0,0,1,0,0,1
0,1,0.23587623700363275,0,0,10.1708,0,0,1,0,0,1
0,1,0.22334961793811853,0,0,7.7958,0,0,1,0,0,1
1,0,0.18576976074157586,0,1,211.3375,1,0,0,0,0,1
1,1,0.38619566578980336,1,0,57.0,1,0,0,0,0,1
1,0,0.04797695102091946,0,1,13.4167,0,0,1,1,0,0
1,1,0.36990000810545937,0,0,56.4958,0,0,1,0,0,1
0,1,0.311035951396718,0,0,7.225,0,0,1,1,0,0
0,1,0.7494676186897157,0,0,26.55,1,0,0,0,0,1
0,1,0.6492546661656019,0,0,13.5,0,1,0,0,0,1
0,1,0.5490417136414882,0,0,8.05,0,0,1,0,0,1
1,0,0.36990000810545937,0,0,7.7333,0,0,1,0,1,0
0,1,0.6116748089690592,1,1,110.8833,1,0,0,1,0,0
0,1,0.5239884755104598,0,0,7.65,0,0,1,0,0,1
1,0,0.22334961793811853,1,0,227.525,1,0,0,1,0,0
1,1,0.43630214205186024,0,0,26.2875,1,0,0,0,0,1
0,0,0.22334961793811853,0,1,14.4542,0,0,1,1,0,0
0,1,0.311035951396718,0,0,7.7417,0,0,1,0,1,0
0,1,0.32356257046223225,1,0,7.8542,0,0,1,0,0,1
0,1,0.48640861831391713,0,0,26.0,0,1,0,0,0,1
1,0,0.5615683327070025,0,0,13.5,0,1,0,0,0,1
1,1,0.5239884755104598,0,0,26.2875,1,0,0,0,0,1
1,0,0.2734560942001754,0,0,151.55,1,0,0,0,0,1
1,1,0.36990000810545937,1,1,15.2458,0,0,1,1,0,0
1,0,0.2985093323312038,0,0,49.5042,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,26.55,1,0,0,0,0,1
1,1,0.599148189903545,1,0,52.0,1,0,0,0,0,1
0,1,0.3611424276587749,0,0,9.4833,0,0,1,0,0,1
0,1,0.6492546661656019,0,0,13.0,0,1,0,0,0,1
0,1,0.23587623700363275,0,0,7.65,0,0,1,0,0,1
1,0,0.4738819992484029,0,0,227.525,1,0,0,1,0,0
1,0,0.33608918952774647,0,0,10.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,15.5,0,0,1,0,1,0
0,1,0.4112489039208318,0,0,7.775,0,0,1,0,0,1
1,0,0.07303018915194788,0,1,33.0,0,1,0,0,0,1
0,1,0.2108229988726043,1,0,7.0542,0,0,1,0,0,1
0,1,0.423775522986346,0,0,13.0,0,1,0,0,0,1
0,1,0.6242014280345735,0,0,13.0,0,1,0,0,0,1
1,1,0.33608918952774647,1,0,53.1,1,0,0,0,0,1
0,1,0.24840285606914697,0,0,8.6625,0,0,1,0,0,1
1,0,0.37366904672428913,3,0,21.0,0,1,0,0,0,1
1,0,0.36990000810545937,0,0,7.7375,0,0,1,0,1,0
0,1,0.311035951396718,1,0,26.0,0,1,0,0,0,1
0,0,0.311035951396718,1,0,7.925,0,0,1,0,0,1
1,0,0.3611424276587749,0,0,211.3375,1,0,0,0,0,1
0,1,0.135663284479519,0,0,18.7875,0,0,1,1,0,0
0,1,0.36990000810545937,0,0,0.0,0,1,0,0,0,1
0,1,0.28598271326568964,0,0,13.0,0,1,0,0,0,1
0,1,0.28598271326568964,0,0,13.0,0,1,0,0,0,1
0,1,0.3548791181260178,0,0,16.1,0,0,1,0,0,1
0,0,0.599148189903545,1,3,34.375,0,0,1,0,0,1
1,1,0.43630214205186024,0,0,512.3292,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.8958,0,0,1,0,0,1
1,1,0.36990000810545937,0,0,30.0,1,0,0,0,0,1
0,1,0.44882876111737446,1,0,78.85,1,0,0,0,0,1
1,0,0.2609294751346612,2,2,262.375,1,0,0,1,0,0
0,1,0.2985093323312038,1,0,16.1,0,0,1,0,0,1
1,1,0.38619566578980336,0,0,7.925,0,0,1,0,0,1
0,1,0.8747338093448579,1,1,71.0,1,0,0,0,0,1
0,1,0.19829637980709008,1,1,20.25,0,0,1,0,0,1
1,0,0.37366904672428913,0,0,13.0,0,1,0,0,0,1
0,1,0.23587623700363275,1,0,53.1,1,0,0,0,0,1
0,1,0.38619566578980336,0,0,7.75,0,0,1,0,1,0
1,0,0.04797695102091946,1,1,23.0,0,1,0,0,0,1
1,1,0.07303018915194788,0,1,12.475,0,0,1,0,0,1
0,1,0.4112489039208318,0,0,9.5,0,0,1,0,0,1
0,1,0.28598271326568964,0,0,7.8958,0,0,1,0,0,1
1,0,0.599148189903545,1,2,65.0,0,1,0,0,0,1
1,1,0.006263309532757109,1,1,14.5,0,1,0,0,0,1
0,1,0.3486158085932607,0,0,7.7958,0,0,1,0,0,1
0,1,0.22334961793811853,0,0,11.5,0,1,0,0,0,1
0,1,0.423775522986346,0,0,8.05,0,0,1,0,0,1
1,0,0.4112489039208318,0,0,86.5,1,0,0,0,0,1
0,1,0.36990000810545937,0,0,14.5,0,0,1,0,0,1
0,1,0.5114618564449456,0,0,7.125,0,0,1,0,0,1
1,1,0.24840285606914697,0,0,7.2292,0,0,1,1,0,0
1,0,0.44882876111737446,1,2,120.0,1,0,0,0,0,1
0,1,0.19829637980709008,0,0,7.775,0,0,1,0,0,1
1,0,0.6367280471000877,1,0,77.9583,1,0,0,0,0,1
0,1,0.36990000810545937,0,0,39.6,1,0,0,1,0,0
0,0,0.37993235625704624,0,0,7.75,0,0,1,0,1,0
0,1,0.36990000810545937,1,0,24.15,0,0,1,0,1,0
0,1,0.3987222848553176,0,0,8.3625,0,0,1,0,0,1
0,1,0.2985093323312038,0,0,9.5,0,0,1,0,0,1
0,1,0.599148189903545,0,0,7.8542,0,0,1,0,0,1
0,0,0.711887761493173,0,0,10.5,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.225,0,0,1,1,0,0
1,0,0.6743079042966303,1,3,23.0,0,1,0,0,0,1
0,1,0.22334961793811853,0,0,7.75,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
1,0,0.06050357008643368,0,0,12.475,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,7.7375,0,0,1,0,1,0
1,0,0.536515094575974,0,1,211.3375,1,0,0,0,0,1
1,0,0.16071652261054742,0,0,7.2292,0,0,1,1,0,0
1,0,0.2108229988726043,1,0,57.0,1,0,0,0,0,1
0,1,0.3611424276587749,0,0,30.0,1,0,0,0,0,1
0,1,0.36990000810545937,1,2,23.45,0,0,1,0,0,1
0,1,0.311035951396718,0,0,7.05,0,0,1,0,0,1
0,1,0.311035951396718,0,0,7.25,0,0,1,0,0,1
1,0,0.22334961793811853,0,0,7.4958,0,0,1,0,0,1
0,1,0.09808342728297632,4,1,29.125,0,0,1,0,1,0
1,1,0.0103970938243768,1,2,20.575,0,0,1,0,0,1
0,1,0.5740949517725167,0,0,79.2,1,0,0,1,0,0
0,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
0,1,0.19829637980709008,0,0,26.0,0,1,0,0,0,1
0,0,0.36990000810545937,8,2,69.55,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,30.6958,1,0,0,1,0,0
0,1,0.311035951396718,0,0,7.8958,0,0,1,0,0,1
0,1,0.48640861831391713,0,0,13.0,0,1,0,0,0,1
1,0,0.6116748089690592,0,0,25.9292,1,0,0,0,0,1
1,0,0.38619566578980336,0,0,8.6833,0,0,1,0,0,1
0,1,0.37366904672428913,0,0,7.2292,0,0,1,1,0,0
0,0,0.37366904672428913,1,1,24.15,0,0,1,0,0,1
0,1,0.423775522986346,0,0,13.0,0,1,0,0,0,1
1,0,0.38619566578980336,1,1,26.25,0,1,0,0,0,1
1,1,0.135663284479519,1,2,120.0,1,0,0,0,0,1
1,1,0.003131654766378554,0,1,8.5167,0,0,1,1,0,0
1,1,0.33608918952774647,0,0,6.975,0,0,1,0,0,1
0,1,0.38619566578980336,0,0,7.775,0,0,1,0,0,1
0,1,0.48640861831391713,0,0,0.0,1,0,0,0,0,1
0,0,0.22334961793811853,0,0,7.775,0,0,1,0,0,1
0,1,0.48640861831391713,0,0,13.0,0,1,0,0,0,1
1,0,0.4112489039208318,1,0,53.1,1,0,0,0,0,1
0,1,0.32356257046223225,0,0,7.8875,0,0,1,0,0,1
0,1,0.48640861831391713,0,0,24.15,0,0,1,0,0,1
0,1,0.43630214205186024,0,0,10.5,0,1,0,0,0,1
0,0,0.07303018915194788,4,2,31.275,0,0,1,0,0,1
0,1,0.37993235625704624,0,0,8.05,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,0.0,1,0,0,0,0,1
0,0,0.28598271326568964,0,0,7.925,0,0,1,0,0,1
0,1,0.38619566578980336,1,1,37.0042,0,1,0,1,0,0
0,1,0.536515094575974,0,0,6.45,0,0,1,0,0,1
0,1,0.12313666541400477,3,2,27.9,0,0,1,0,0,1
1,0,0.6492546661656019,1,1,93.5,1,0,0,0,0,1
1,1,0.33608918952774647,0,0,8.6625,0,0,1,0,0,1
0,1,0.4738819992484029,0,0,0.0,1,0,0,0,0,1
1,0,0.33608918952774647,0,1,12.475,0,0,1,0,0,1
0,1,0.02292371288989102,4,1,39.6875,0,0,1,0,0,1
0,1,0.36990000810545937,0,0,6.95,0,0,1,0,1,0
0,1,0.36990000810545937,0,0,56.4958,0,0,1,0,0,1
1,1,0.0103970938243768,0,2,37.0042,0,1,0,1,0,0
1,1,0.36990000810545937,0,0,7.75,0,0,1,0,1,0
1,0,0.7745208568207441,0,0,80.0,1,0,0,0,0,0
1,0,0.18576976074157586,1,0,14.4542,0,0,1,1,0,0
1,1,0.008267568583239383,1,1,18.75,0,1,0,0,0,1
0,1,0.36990000810545937,0,0,7.2292,0,0,1,1,0,0
0,1,0.28598271326568964,0,0,7.8542,0,0,1,0,0,1
0,1,0.22334961793811853,0,0,8.3,0,0,1,0,0,1
